#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 01 10 13 00 284  9.8 12.6  4.05 10.00  7.53 999 1018.9   4.8  10.6 999.0 99.0 99.00
2007 01 10 14 00 232  2.9  4.3  4.34 10.81  7.80 999 1018.3   4.5  10.6 999.0 99.0 99.00
2007 01 10 15 00 246  4.4  6.1  4.26 10.81  7.71 999 1018.0   4.2  10.6 999.0 99.0 99.00
2007 01 10 16 00 312 10.0 13.9  4.63 11.43  7.76 999 1017.8   5.5  10.6 999.0 99.0 99.00
2007 01 10 17 00 281  8.9 13.0  4.40 10.00  7.42 999 1018.1   5.5  10.5 999.0 99.0 99.00
2007 01 10 18 00 253  4.5  6.7  4.29 10.00  7.71 999 1018.2   5.2  10.5 999.0 99.0 99.00
2007 01 10 19 00 300  9.3 11.7  4.85 11.43  7.81 999 1018.0   5.9  10.5 999.0 99.0 99.00
2007 01 10 20 00 303 11.7 15.5  4.15 11.43  7.30 999 1017.5   5.3  10.6 999.0 99.0 99.00
2007 01 10 21 00 306 13.8 16.5  4.78 11.43  7.66 999 1017.2   4.2  10.6 999.0 99.0 99.00
2007 01 10 22 00 298  3.6  5.4  4.25 12.12  7.62 999 1016.7   4.2  10.6 999.0 99.0 99.00
2007 01 10 23 00 284  7.2  9.5  4.39 12.90  7.76 999 1016.5   5.3  10.3 999.0 99.0 99.00
2007 01 11 00 00 305 10.5 13.3  4.39 11.43  8.01 999 1016.2   6.2  10.1 999.0 99.0 99.00
2007 01 11 01 00 290  9.3 11.6  4.27 11.43  7.53 999 1016.0   5.1  10.1 999.0 99.0 99.00
2007 01 11 02 00 325  6.0  9.3  4.41 12.12  8.05 999 1016.0   3.4  10.0 999.0 99.0 99.00
2007 01 11 03 00 288  9.9 11.8  4.65 12.90  8.19 999 1015.6   4.6  10.0 999.0 99.0 99.00
2007 01 11 04 00 331  7.2 10.4  4.06 11.43  7.44 999 1016.2   3.5  10.0 999.0 99.0 99.00
2007 01 11 05 00  10  3.9  5.6  4.39 12.12  8.35 999 1016.1   4.7  10.0 999.0 99.0 99.00
2007 01 11 06 00 325  9.4 11.6  4.24 12.12  8.42 999 1016.1   6.4  10.0 999.0 99.0 99.00
2007 01 11 07 00 316  8.5 10.6  4.77 12.12  8.37 999 1016.2   6.2  10.0 999.0 99.0 99.00
2007 01 11 08 00 296  6.8  9.1  4.75 12.12  8.21 999 1016.4   5.0  10.0 999.0 99.0 99.00
2007 01 11 09 00 287 14.1 16.5  4.52 12.12  7.90 999 1016.0   3.8  10.0 999.0 99.0 99.00
2007 01 11 10 00 291  6.9  9.1  5.06 11.43  8.26 999 1016.0   3.9  10.0 999.0 99.0 99.00
2007 01 11 11 00 280  5.7  7.7  4.36 12.90  7.92 999 1016.1   4.3  10.0 999.0 99.0 99.00
2007 01 11 13 00  19  4.1  6.6  4.28 11.43  8.17 999 1016.2   2.4  10.1 999.0 99.0 99.00
2007 01 11 14 00 289  1.7  3.1  3.96 12.90  8.00 999 1016.3   2.6   9.9 999.0 99.0 99.00
2007 01 11 15 00   9  6.2  7.7  3.94 12.12  8.02 999 1016.6   4.5   9.9 999.0 99.0 99.00
2007 01 11 16 00  13  7.3 11.0  4.21 12.90  8.20 999 1017.5   1.6   9.7 999.0 99.0 99.00
2007 01 11 17 00  42  5.6  7.1  3.53 12.90  7.89 999 1017.9   3.8   9.8 999.0 99.0 99.00
2007 01 11 18 00  63  7.3  9.3  3.44 12.12  8.26 999 1018.9   3.4   9.8 999.0 99.0 99.00
2007 01 11 19 00  49  7.3  9.3  3.58 11.43  8.16 999 1019.9   3.7   9.9 999.0 99.0 99.00
2007 01 11 20 00  57  8.1 10.6  3.34 12.90  7.73 999 1020.9   3.9  10.0 999.0 99.0 99.00
2007 01 11 21 00  52  7.5  9.9  3.39 12.90  7.59 999 1021.7   4.0  10.1 999.0 99.0 99.00
2007 01 11 22 00  30  8.8 10.8  4.17 12.12  8.32 999 1022.4   4.5  10.2 999.0 99.0 99.00
2007 01 11 23 00  34 10.0 11.8  3.93 12.12  7.79 999 1023.0   4.8  10.2 999.0 99.0 99.00
2007 01 12 00 00  30 11.4 13.1  3.62 11.43  7.30 999 1024.0   4.8  10.2 999.0 99.0 99.00
2007 01 12 01 00  30  9.4 11.5  3.71 11.43  7.56 999 1025.1   4.7  10.2 999.0 99.0 99.00
2007 01 12 02 00  36  9.6 12.0  3.69 11.43  7.43 999 1026.1   4.6  10.0 999.0 99.0 99.00
2007 01 12 03 00  41 10.5 12.5  4.29 11.43  7.75 999 1026.8   4.6   9.8 999.0 99.0 99.00
2007 01 12 04 00  54  9.0 11.2  4.40 11.43  8.15 999 1027.5   4.1   9.5 999.0 99.0 99.00
2007 01 12 05 00  61  6.3  8.0  3.89 10.81  7.94 999 1028.3   3.9   9.4 999.0 99.0 99.00
2007 01 12 06 00  78  7.4  9.2  3.58 11.43  7.89 999 1028.9   3.5   9.3 999.0 99.0 99.00
2007 01 12 07 00  70  6.5  8.0  3.34 11.43  7.76 999 1029.8   3.4   9.1 999.0 99.0 99.00
2007 01 12 08 00  69  3.9  5.9  3.16 11.43  7.90 999 1030.2   3.2   9.1 999.0 99.0 99.00
2007 01 12 09 00  70  4.7  7.0  2.92 12.12  7.68 999 1030.5   3.1   9.0 999.0 99.0 99.00
2007 01 12 10 00  79  7.4  9.4  3.04 12.12  8.02 999 1030.6   2.8   9.0 999.0 99.0 99.00
2007 01 12 11 00  59  5.3  7.2  3.11 12.12  8.03 999 1031.3   2.7   8.9 999.0 99.0 99.00
2007 01 12 12 00  72  6.2  7.6  2.40 12.12  7.38 999 1031.1   2.5   8.9 999.0 99.0 99.00
2007 01 12 13 00  92  6.9  9.0  2.12 10.81  6.80 999 1031.0   2.2   8.9 999.0 99.0 99.00
2007 01 12 14 00  92  6.3  8.4  2.19 10.81  6.93 999 1031.4   1.5   8.9 999.0 99.0 99.00
2007 01 12 15 00  83  6.6  8.2  2.33 10.81  6.82 999 1031.5   1.7   8.8 999.0 99.0 99.00
2007 01 12 16 00  84  5.6  7.1  2.29 10.00  7.14 999 1031.8   1.3   8.8 999.0 99.0 99.00
2007 01 12 17 00 103  5.6  7.4  2.26 10.81  7.50 999 1032.4   1.4   8.7 999.0 99.0 99.00
2007 01 12 18 00 102  3.2  5.8  2.01 10.81  7.22 999 1032.8   1.6   8.7 999.0 99.0 99.00
2007 01 12 19 00  92  2.1  3.7  2.01  9.09  7.03 999 1033.1   1.6   8.8 999.0 99.0 99.00
2007 01 12 20 00  55  2.3  3.6  2.36 10.00  7.71 999 1033.0   1.8   8.9 999.0 99.0 99.00
2007 01 12 21 00  25  4.3  6.0  2.36  9.09  8.20 999 1032.4   2.5   8.9 999.0 99.0 99.00
2007 01 12 22 00  17  6.4  8.0  2.03 21.05  7.67 999 1032.0   2.9   8.9 999.0 99.0 99.00
2007 01 12 23 00  17  7.4  8.9  2.01  9.09  6.69 999 1032.0   3.5   8.8 999.0 99.0 99.00
2007 01 13 00 00  13  7.8  9.4  2.32 19.05  6.99 999 1031.7   4.1   9.1 999.0 99.0 99.00
2007 01 13 01 00  25  7.7  9.8  2.39 19.05  6.81 999 1031.5   4.1   9.3 999.0 99.0 99.00
2007 01 13 02 00  17  9.2 11.1  1.98 10.00  5.94 999 1031.5   4.4   9.3 999.0 99.0 99.00
2007 01 13 03 00  18  9.3 12.1  2.42 19.05  6.82 999 1031.5   4.6   9.2 999.0 99.0 99.00
2007 01 13 04 00  17  9.2 11.7  2.59 19.05  7.08 999 1031.4   4.5   9.2 999.0 99.0 99.00
2007 01 13 05 00  73  5.3  7.9  2.51 19.05  6.77 999 1031.4   3.8   9.4 999.0 99.0 99.00
2007 01 13 06 00  75  4.6  7.4  2.48 19.05  7.98 999 1031.8   3.0   9.1 999.0 99.0 99.00
2007 01 13 07 00  64  3.4  4.6  2.71 19.05  8.74 999 1031.8   2.8   8.9 999.0 99.0 99.00
2007 01 13 08 00  85  3.5  5.1  2.40 14.81  8.58 999 1031.8   2.6   8.8 999.0 99.0 99.00
2007 01 13 09 00  77  3.4  5.1  2.40 17.39  8.72 999 1031.5   2.5   8.7 999.0 99.0 99.00
2007 01 13 10 00  72  3.1  4.5  2.40 17.39  9.48 999 1031.5   2.4   8.5 999.0 99.0 99.00
2007 01 13 11 00  84  3.0  4.4  2.12 19.05  8.91 999 1031.4   2.5   8.2 999.0 99.0 99.00
2007 01 13 12 00  79  2.5  4.1  2.18 17.39  9.56 999 1031.5   2.5   8.1 999.0 99.0 99.00
2007 01 13 13 00  90  4.5  5.6  2.17 17.39  9.76 999 1031.3   2.2   8.2 999.0 99.0 99.00
2007 01 13 14 00  98  5.8  7.0  1.91 19.05  8.71 999 1031.0   1.9   8.3 999.0 99.0 99.00
2007 01 13 15 00  86  3.6  5.3  1.95 17.39  8.38 999 1031.5   1.8   8.3 999.0 99.0 99.00
2007 01 13 16 00 110  3.7  5.1  2.13 19.05  8.93 999 1031.2   1.8   8.4 999.0 99.0 99.00
2007 01 13 17 00 118  2.9  4.2  2.03 19.05  8.95 999 1031.1   2.4   8.3 999.0 99.0 99.00
2007 01 13 18 00 115  2.9  4.3  1.89 17.39  9.30 999 1031.2   2.8   8.4 999.0 99.0 99.00
2007 01 13 19 00 112  1.9  3.5  2.41 17.39 11.44 999 1031.3   3.6   8.6 999.0 99.0 99.00
2007 01 13 20 00  85  0.9  2.5  2.34 17.39 11.73 999 1031.0   3.4   8.9 999.0 99.0 99.00
2007 01 13 21 00  98  0.9  2.3  2.17 17.39 11.26 999 1030.7   3.6   8.9 999.0 99.0 99.00
2007 01 13 22 00  37  0.4  1.0  2.30 17.39 11.84 999 1030.5   3.8   8.8 999.0 99.0 99.00
2007 01 13 23 00 117  1.1  2.5  2.74 17.39 13.02 999 1030.1   4.0   9.1 999.0 99.0 99.00
2007 01 14 00 00 138  1.5  2.7  2.41 16.00 12.23 999 1030.1   4.2   9.1 999.0 99.0 99.00
2007 01 14 01 00 132  1.7  2.7  2.30 16.00 12.37 999 1030.2   4.4   8.8 999.0 99.0 99.00
2007 01 14 02 00 160  1.6  2.4  2.04 16.00 11.29 999 1030.2   4.6   8.7 999.0 99.0 99.00
2007 01 14 03 00 197  1.9  3.3  2.13 14.81 11.53 999 1030.1   4.9   8.8 999.0 99.0 99.00
2007 01 14 04 00 159  2.6  3.8  2.09 16.00 11.63 999 1029.9   5.1   8.8 999.0 99.0 99.00
2007 01 14 05 00 111  3.0  5.0  1.88 16.00 10.85 999 1030.1   4.8   8.8 999.0 99.0 99.00
2007 01 14 06 00 113  4.4  6.1  2.22 16.00 11.21 999 1030.5   4.0   8.8 999.0 99.0 99.00
2007 01 14 07 00 108  2.1  3.3  1.93 16.00  9.64 999 1030.8   4.4   8.9 999.0 99.0 99.00
2007 01 14 08 00  98  2.9  3.9  1.64 16.00  9.14 999 1030.8   4.5   9.0 999.0 99.0 99.00
2007 01 14 09 00  86  3.4  4.8  1.85 16.00 10.24 999 1031.0   4.3   9.0 999.0 99.0 99.00
2007 01 14 10 00  56  2.9  4.6  1.62 16.00  9.79 999 1031.4   4.3   9.1 999.0 99.0 99.00
2007 01 14 11 00  79  4.9  6.2  1.44 17.39  8.78 999 1031.7   4.1   8.7 999.0 99.0 99.00
2007 01 14 12 00  74  6.6  7.9  1.81 16.00  8.23 999 1032.0   3.4   8.6 999.0 99.0 99.00
2007 01 14 13 00  75  5.6  6.7  1.89 16.00  8.59 999 1032.3   3.2   8.5 999.0 99.0 99.00
2007 01 14 14 00  81  5.8  7.5  1.80 16.00  8.82 999 1032.5   3.0   8.7 999.0 99.0 99.00
2007 01 14 15 00  91  6.8  8.3  1.75 16.00  7.38 999 1032.9   2.6   8.7 999.0 99.0 99.00
2007 01 14 16 00  87  5.7  7.2  2.10 14.81  8.21 999 1033.3   2.9   8.6 999.0 99.0 99.00
2007 01 14 17 00  87  6.6  8.0  1.90 14.81  7.54 999 1033.8   2.9   8.6 999.0 99.0 99.00
2007 01 14 18 00  83  6.1  7.3  1.76 14.81  6.96 999 1034.4   3.2   8.6 999.0 99.0 99.00
2007 01 14 19 00  91  8.0 10.1  2.04 14.81  7.16 999 1034.6   2.9   8.7 999.0 99.0 99.00
2007 01 14 20 00  78  7.1  8.5  1.72 16.00  6.68 999 1034.3   2.9   8.8 999.0 99.0 99.00
2007 01 14 21 00  93  7.9 10.0  1.94 16.00  7.35 999 1033.1   4.1   8.9 999.0 99.0 99.00
2007 01 14 22 00  67  6.6  7.8  1.64 13.79  7.73 999 1032.1   4.5   9.0 999.0 99.0 99.00
2007 01 14 23 00  71  7.3  8.8  1.63 14.81  6.47 999 1031.7   5.2   9.0 999.0 99.0 99.00
2007 01 15 00 00  67  6.2  8.3  1.60 14.81  6.91 999 1031.8   5.7   9.0 999.0 99.0 99.00
2007 01 15 01 00  22  4.1  5.0  1.37 16.00  7.20 999 1032.4   5.5   9.0 999.0 99.0 99.00
2007 01 15 02 00 356  4.7  5.6  1.34 14.81  8.41 999 1033.0   6.0   8.9 999.0 99.0 99.00
2007 01 15 03 00  26  6.1  7.5  1.20 12.90  7.56 999 1033.1   6.0   8.8 999.0 99.0 99.00
2007 01 15 04 00  44  7.0  8.3  1.26 14.81  5.61 999 1032.8   5.5   8.8 999.0 99.0 99.00
2007 01 15 05 00  83  4.8  6.0  1.34 16.00  5.79 999 1032.9   4.7   8.8 999.0 99.0 99.00
2007 01 15 06 00  92  6.1  7.3  1.35 13.79  5.40 999 1032.4   4.8   8.8 999.0 99.0 99.00
2007 01 15 07 00  95  9.8 11.7  1.09 14.81  3.86 999 1032.0   4.4   8.7 999.0 99.0 99.00
2007 01 15 08 00 107  6.7  8.2  1.45 14.81  4.99 999 1032.0   4.0   8.6 999.0 99.0 99.00
2007 01 15 09 00  96  4.8  6.1  1.28 14.81  5.71 999 1031.7   4.0   8.6 999.0 99.0 99.00
2007 01 15 10 00  89  5.3  6.7  1.53 13.79  7.55 999 1031.5   3.8   8.3 999.0 99.0 99.00
2007 01 15 11 00  87  6.3  7.4  1.40 14.81  6.70 999 1031.5   3.8   8.1 999.0 99.0 99.00
2007 01 15 12 00  89  6.5  7.7  1.43 14.81  6.45 999 1031.4   3.8   8.1 999.0 99.0 99.00
2007 01 15 13 00  99  7.7  9.2  1.53 14.81  6.15 999 1030.6   3.9   8.1 999.0 99.0 99.00
2007 01 15 14 00 111  6.5  7.8  1.50 13.79  6.12 999 1030.8   3.6   8.2 999.0 99.0 99.00
2007 01 15 15 00 115  5.5  6.6  1.22 14.81  5.58 999 1031.2   3.9   8.3 999.0 99.0 99.00
2007 01 15 16 00 113  6.4  8.1  1.30 14.81  5.90 999 1031.2   3.8   8.4 999.0 99.0 99.00
2007 01 15 17 00 112  7.2  8.6  1.17 12.12  5.32 999 1031.1   3.9   8.6 999.0 99.0 99.00
2007 01 15 18 00 117  6.5  7.7  1.42 14.81  6.09 999 1031.6   4.2   8.6 999.0 99.0 99.00
2007 01 15 19 00 129  4.2  5.2  1.30 14.81  5.95 999 1032.2   5.6   8.7 999.0 99.0 99.00
2007 01 15 20 00 127  5.0  6.1  1.17 13.79  5.63 999 1031.7   6.0   8.8 999.0 99.0 99.00
2007 01 15 21 00 122  5.2  6.2  1.10 14.81  5.55 999 1030.7   6.2   8.9 999.0 99.0 99.00
2007 01 15 22 00 189  5.3  6.3  1.08 14.81  5.33 999 1030.6   7.4   8.9 999.0 99.0 99.00
2007 01 15 23 00 190  5.3  6.4  1.20 14.81  5.60 999 1030.9   7.5   9.0 999.0 99.0 99.00
2007 01 16 00 00 157  5.2  6.3  1.20 13.79  5.70 999 1030.5   7.8   9.2 999.0 99.0 99.00
2007 01 16 01 00 141  6.1  7.0  1.15 13.79  6.00 999 1029.9   8.0   9.2 999.0 99.0 99.00
2007 01 16 02 00 195  7.5  8.4  1.08 13.79  5.34 999 1029.5   8.3   9.2 999.0 99.0 99.00
2007 01 16 03 00 191  6.9  8.1  1.12 13.79  5.22 999 1029.2   8.0   9.2 999.0 99.0 99.00
2007 01 16 04 00 187  7.3  8.6  1.34 12.90  6.08 999 1029.0   8.0   9.3 999.0 99.0 99.00
2007 01 16 05 00 184  7.9  9.0  1.51 12.12  6.40 999 1028.6   8.0   9.4 999.0 99.0 99.00
2007 01 16 06 00 186  7.9  9.2  1.59 13.79  6.30 999 1028.7   8.1   9.6 999.0 99.0 99.00
2007 01 16 07 00 175  8.2  9.5  1.56 13.79  5.63 999 1028.1   8.0   9.8 999.0 99.0 99.00
2007 01 16 08 00 168  8.4  9.7  1.68 12.90  5.72 999 1028.0   7.8   9.8 999.0 99.0 99.00
2007 01 16 09 00 170  8.8 10.3  1.68 12.90  5.31 999 1027.3   7.9   9.8 999.0 99.0 99.00
2007 01 16 10 00 170  9.4 11.0  1.97 13.79  5.80 999 1026.8   7.5   9.9 999.0 99.0 99.00
2007 01 16 11 00 169  9.9 11.8  1.98 10.81  5.26 999 1026.5   7.2   9.9 999.0 99.0 99.00
2007 01 16 12 00 179 10.6 13.0  2.23 12.12  5.39 999 1025.6   8.0   9.7 999.0 99.0 99.00
2007 01 16 13 00 180 11.7 14.6  2.12  4.76  5.03 999 1024.9   8.2   9.7 999.0 99.0 99.00
2007 01 16 14 00 194 10.0 12.7  2.48  5.26  5.38 999 1024.7   8.3   9.6 999.0 99.0 99.00
2007 01 16 15 00 211  4.1  4.8  2.55  5.56  5.92 999 1024.4   9.0   9.6 999.0 99.0 99.00
2007 01 16 16 00 262  4.8  6.4  2.20  5.88  5.52 999 1024.4   9.4   9.6 999.0 99.0 99.00
2007 01 16 17 00 299  5.8  6.9  2.15 11.43  5.83 999 1024.7   9.5   9.6 999.0 99.0 99.00
2007 01 16 18 00 295  6.6  7.8  2.11 10.81  5.64 999 1025.4   8.6   9.6 999.0 99.0 99.00
2007 01 16 19 00 287  6.3  8.3  2.04 10.81  5.79 999 1025.8   8.8   9.4 999.0 99.0 99.00
2007 01 16 20 00 277  4.0  5.6  1.96 11.43  6.07 999 1025.8   9.0   9.3 999.0 99.0 99.00
2007 01 16 21 00 320  5.4  6.9  1.79 11.43  5.98 999 1026.0   7.4   9.3 999.0 99.0 99.00
2007 01 16 22 00 347  4.1  5.0  2.01 10.00  6.53 999 1026.0   8.2   9.4 999.0 99.0 99.00
2007 01 16 23 00 346  3.2  4.3  2.12 10.00  6.75 999 1026.6   6.9   9.8 999.0 99.0 99.00
2007 01 17 00 00  22  4.0  5.0  2.09 11.43  7.05 999 1027.2   7.7   9.5 999.0 99.0 99.00
2007 01 17 01 00   5  4.3  5.1  2.08 16.00  7.04 999 1027.6   7.5   9.4 999.0 99.0 99.00
2007 01 17 02 00   8  6.5  8.0  2.39 16.00  7.30 999 1027.9   7.8   9.4 999.0 99.0 99.00
2007 01 17 03 00   2  7.4  8.9  2.11 16.00  6.62 999 1028.6   8.2   9.5 999.0 99.0 99.00
2007 01 17 04 00  11  9.4 10.9  2.26  9.09  6.23 999 1029.1   8.6   9.5 999.0 99.0 99.00
2007 01 17 05 00  32  7.6  8.8  2.28 16.00  6.19 999 1029.3   8.2   9.5 999.0 99.0 99.00
2007 01 17 06 00  33  5.7  7.0  2.17 16.00  6.39 999 1029.7   7.9   9.5 999.0 99.0 99.00
2007 01 17 07 00  28  4.6  5.7  2.25 16.00  6.75 999 1030.1   7.9   9.5 999.0 99.0 99.00
2007 01 17 08 00  39  4.5  6.0  2.16 14.81  6.77 999 1030.4   7.8   9.5 999.0 99.0 99.00
2007 01 17 09 00  40  4.0  4.9  2.39 16.00  7.20 999 1030.3   7.6   9.5 999.0 99.0 99.00
2007 01 17 10 00  24  2.9  3.7  2.46 14.81  7.70 999 1030.5   7.6   9.3 999.0 99.0 99.00
2007 01 17 11 00  17  3.6  4.6  2.57 14.81  8.02 999 1031.2   7.9   9.3 999.0 99.0 99.00
2007 01 17 12 00  31  5.1  6.6  3.12 14.81  8.88 999 1031.5   7.8   9.3 999.0 99.0 99.00
2007 01 17 13 00  35  4.7  5.9  2.81 14.81  8.59 999 1031.5   7.7   9.3 999.0 99.0 99.00
2007 01 17 14 00  41  5.1  7.0  2.33 13.79  7.49 999 1031.6   7.5   9.3 999.0 99.0 99.00
2007 01 17 15 00  73  2.0  3.6  2.75 14.81  8.48 999 1031.9   6.9   9.2 999.0 99.0 99.00
2007 01 17 16 00  96  2.8  3.9  2.84 13.79  8.47 999 1032.0   6.5   9.2 999.0 99.0 99.00
2007 01 17 17 00 119  2.1  3.6  2.54 14.81  8.18 999 1032.2   6.7   9.1 999.0 99.0 99.00
2007 01 17 18 00 125  2.6  3.9  2.61 12.12  8.52 999 1032.5   6.8   9.1 999.0 99.0 99.00
2007 01 17 19 00 133  3.7  5.0  2.76 14.81  8.75 999 1032.4   6.9   9.2 999.0 99.0 99.00
2007 01 17 20 00 136  3.3  4.6  2.61 13.79  8.71 999 1032.3   6.8   9.3 999.0 99.0 99.00
2007 01 17 21 00 187  1.6  2.4  2.70 12.90  8.61 999 1032.4   7.0   9.3 999.0 99.0 99.00
2007 01 17 22 00 172  2.4  3.2  2.42 13.79  8.28 999 1032.1   7.3   9.4 999.0 99.0 99.00
2007 01 17 23 00 197  2.2  3.0  2.50 12.90  8.44 999 1032.4   7.5   9.3 999.0 99.0 99.00
2007 01 18 00 00 183  1.3  2.6  2.51 12.90  8.22 999 1032.5   7.5   9.3 999.0 99.0 99.00
2007 01 18 01 00 242  0.9  2.2  2.47 13.79  8.87 999 1032.9   7.7   9.3 999.0 99.0 99.00
2007 01 18 02 00 218  1.1  1.9  2.27 12.90  8.36 999 1032.7   7.7   9.3 999.0 99.0 99.00
2007 01 18 03 00 171  1.1  2.2  2.58 12.90  9.23 999 1032.8   7.7   9.3 999.0 99.0 99.00
2007 01 18 04 00 150  5.4  6.6  2.40 13.79  9.00 999 1032.1   7.4   9.3 999.0 99.0 99.00
2007 01 18 05 00 126  6.6  8.2  2.33 12.12  9.07 999 1031.7   7.3   9.3 999.0 99.0 99.00
2007 01 18 06 00 135  6.0  7.3  2.02 12.90  8.03 999 1031.6   7.2   9.3 999.0 99.0 99.00
2007 01 18 07 00 146  5.2  6.5  1.99 12.90  7.93 999 1031.7   7.1   9.3 999.0 99.0 99.00
2007 01 18 08 00 128  3.0  4.3  2.39 11.43  8.55 999 1031.8   6.9   9.3 999.0 99.0 99.00
2007 01 18 09 00 128  2.0  3.2  2.48 12.90  8.57 999 1032.1   6.8   9.2 999.0 99.0 99.00
2007 01 18 10 00 147  3.3  4.7  2.04 10.81  8.17 999 1031.5   6.9   9.1 999.0 99.0 99.00
2007 01 18 11 00 129  3.4  4.6  2.14 10.00  8.14 999 1031.8   6.5   9.1 999.0 99.0 99.00
2007 01 18 12 00 142  4.2  5.4  2.04 10.81  8.16 999 1031.5   6.8   9.1 999.0 99.0 99.00
2007 01 18 13 00 133  4.5  5.5  1.81 10.81  7.79 999 1031.1   6.7   9.0 999.0 99.0 99.00
2007 01 18 14 00 135  5.7  7.1  1.92 12.12  7.94 999 1031.0   6.6   8.8 999.0 99.0 99.00
2007 01 18 15 00 136  5.0  5.8  1.75 11.43  7.15 999 1031.1   6.9   8.8 999.0 99.0 99.00
2007 01 18 16 00 142  5.0  6.2  1.51 10.81  6.58 999 1030.8   6.8   8.8 999.0 99.0 99.00
2007 01 18 17 00 144  4.6  5.6  1.54 11.43  7.11 999 1030.8   7.0   8.7 999.0 99.0 99.00
2007 01 18 18 00 143  6.1  7.5  1.50 12.12  6.90 999 1030.5   7.3   8.8 999.0 99.0 99.00
2007 01 18 19 00 170  4.0  4.6  1.58 10.81  6.81 999 1031.2   7.6   8.9 999.0 99.0 99.00
2007 01 18 20 00 162  4.0  4.9  1.57 12.12  6.82 999 1030.7   7.6   8.9 999.0 99.0 99.00
2007 01 18 21 00 200  3.0  3.9  1.77 10.81  7.36 999 1030.8   7.8   8.9 999.0 99.0 99.00
2007 01 18 22 00 160  3.2  4.2  1.94  9.09  7.87 999 1030.0   7.9   8.9 999.0 99.0 99.00
2007 01 18 23 00 154  4.0  4.9  2.16 10.00  8.28 999 1029.6   7.8   9.0 999.0 99.0 99.00
2007 01 19 00 00 160  3.9  4.9  2.37 10.81  8.46 999 1029.5   7.9   9.2 999.0 99.0 99.00
2007 01 19 01 00 164  4.1  5.1  2.35 10.00  8.27 999 1029.2   8.1   9.3 999.0 99.0 99.00
2007 01 19 02 00 184  4.1  4.7  1.93 11.43  7.64 999 1029.0   8.2   9.3 999.0 99.0 99.00
2007 01 19 03 00 186  3.3  3.9  2.07 10.81  7.89 999 1028.9   8.3   9.3 999.0 99.0 99.00
2007 01 19 04 00 209  3.2  3.9  2.04 10.81  7.82 999 1028.6   8.4   9.2 999.0 99.0 99.00
2007 01 19 05 00 213  3.4  4.2  2.31 10.00  7.83 999 1028.1   8.7   9.2 999.0 99.0 99.00
2007 01 19 06 00 195  3.3  3.8  2.49 11.43  8.10 999 1027.5   8.7   9.2 999.0 99.0 99.00
2007 01 19 07 00 180  3.5  4.2  2.44 10.00  7.88 999 1027.0   8.7   9.2 999.0 99.0 99.00
2007 01 19 08 00 180  3.7  4.2  2.38 19.05  7.78 999 1026.7   8.5   9.2 999.0 99.0 99.00
2007 01 19 09 00 164  4.5  5.4  2.25 11.43  7.73 999 1026.1   8.4   9.2 999.0 99.0 99.00
2007 01 19 10 00 159  6.5  7.8  2.40 17.39  8.27 999 1025.2   8.2   9.2 999.0 99.0 99.00
2007 01 19 11 00 162  7.1  8.5  2.41 17.39  7.61 999 1024.9   8.2   9.2 999.0 99.0 99.00
2007 01 19 12 00 160  8.7 10.1  2.06 11.43  6.75 999 1024.3   8.0   9.1 999.0 99.0 99.00
2007 01 19 13 00 163  9.0 10.4  2.22 10.81  6.93 999 1023.9   8.1   9.1 999.0 99.0 99.00
2007 01 19 14 00 168  9.4 11.2  2.40 10.81  6.61 999 1023.5   8.1   9.1 999.0 99.0 99.00
2007 01 19 15 00 169 10.0 12.5  2.42 16.00  6.44 999 1023.1   8.1   9.1 999.0 99.0 99.00
2007 01 19 16 00 174 10.6 12.7  2.56 16.00  6.36 999 1023.1   8.0   9.1 999.0 99.0 99.00
2007 01 19 17 00 182 10.7 13.6  2.32 10.81  5.27 999 1023.2   8.0   9.2 999.0 99.0 99.00
2007 01 19 18 00 179 10.6 12.9  2.71 10.81  6.16 999 1023.1   8.1   9.3 999.0 99.0 99.00
2007 01 19 19 00 179 11.0 13.3  2.89 10.81  6.36 999 1022.9   8.3   9.5 999.0 99.0 99.00
2007 01 19 20 00 181  8.6  9.9  2.88 10.81  6.43 999 1022.8   8.7   9.5 999.0 99.0 99.00
2007 01 19 21 00 247  7.7  9.7  2.69 16.00  6.89 999 1023.1   9.3   9.5 999.0 99.0 99.00
2007 01 19 22 00 279  7.0  8.8  2.59 10.00  6.65 999 1022.9   9.1   9.7 999.0 99.0 99.00
2007 01 19 23 00 299  7.3  9.6  2.65 16.00  6.96 999 1023.3   8.6   9.9 999.0 99.0 99.00
2007 01 20 00 00 297  6.6  9.1  2.64 14.81  7.46 999 1023.8   9.0   9.8 999.0 99.0 99.00
2007 01 20 01 00 289  7.1  8.5  2.82 16.00  7.24 999 1024.5   9.0   9.8 999.0 99.0 99.00
2007 01 20 02 00 255  2.5  3.6  2.80 14.81  8.00 999 1024.4   9.1   9.8 999.0 99.0 99.00
2007 01 20 03 00 233  4.4  5.5  2.42 14.81  7.44 999 1024.8   9.4   9.7 999.0 99.0 99.00
2007 01 20 04 00 250  5.0  6.4  2.79 14.81  8.51 999 1024.9   9.6   9.7 999.0 99.0 99.00
