#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 02 21 11 00 195  6.2  8.5  4.58 12.90  9.38 999 1014.0   8.5   9.7 999.0 99.0 99.00
2007 02 21 12 00 165  9.7 13.2  5.37 14.81  9.49 999 1013.3   7.9   9.7 999.0 99.0 99.00
2007 02 21 13 00 164  8.7 12.6  5.37 14.81  9.53 999 1013.3   7.4   9.7 999.0 99.0 99.00
2007 02 21 14 00 160  8.1  9.8  5.05 14.81  9.35 999 1012.9   7.6   9.7 999.0 99.0 99.00
2007 02 21 15 00 179 10.8 15.2  5.11 13.79  9.34 999 1012.8   6.9   9.7 999.0 99.0 99.00
2007 02 21 16 00 153  7.3  9.5  4.85 14.81  9.58 999 1012.6   7.1   9.7 999.0 99.0 99.00
2007 02 21 17 00 128  6.2  9.7  4.49 13.79  9.29 999 1012.3   7.2   9.7 999.0 99.0 99.00
2007 02 21 18 00 137  8.0 11.1  5.15 12.90  9.42 999 1011.6   7.7   9.7 999.0 99.0 99.00
2007 02 21 19 00 143  8.1 10.3  4.58 13.79  8.71 999 1011.1   8.0   9.7 999.0 99.0 99.00
2007 02 21 20 00 147  6.9  9.0  4.25 13.79  8.49 999 1010.4   8.3   9.8 999.0 99.0 99.00
2007 02 21 21 00 173  8.3 11.7  3.86 14.81  8.20 999 1009.8   7.9   9.8 999.0 99.0 99.00
2007 02 21 22 00 190  7.7  9.4  4.10 13.79  8.55 999 1009.2   7.4   9.7 999.0 99.0 99.00
2007 02 21 23 00 158  7.5  9.8  4.25 14.81  9.21 999 1008.2   7.6   9.7 999.0 99.0 99.00
2007 02 22 00 00 157  9.0 11.4  4.62 14.81  9.18 999 1007.8   8.0   9.7 999.0 99.0 99.00
2007 02 22 01 00 162 10.8 12.7  3.93 13.79  8.37 999 1007.2   7.8   9.7 999.0 99.0 99.00
2007 02 22 02 00 177  8.5 10.8  4.96 13.79  9.35 999 1007.3   6.6   9.7 999.0 99.0 99.00
2007 02 22 03 00 189  5.4  7.8  4.08 13.79  8.82 999 1007.8   7.8   9.7 999.0 99.0 99.00
2007 02 22 04 00 204  4.3  5.7  4.14 13.79  9.04 999 1007.6   8.3   9.7 999.0 99.0 99.00
2007 02 22 05 00 238  5.3  6.9  4.18 13.79  9.21 999 1007.5   8.3   9.7 999.0 99.0 99.00
2007 02 22 06 00 271  4.2  5.3  4.06 13.79  9.20 999 1007.5   8.0   9.7 999.0 99.0 99.00
2007 02 22 07 00 259  4.2  5.9  4.02 13.79  9.25 999 1007.6   8.0   9.7 999.0 99.0 99.00
2007 02 22 08 00 252  3.1  4.8  4.01 12.90  9.49 999 1007.3   8.0   9.7 999.0 99.0 99.00
2007 02 22 09 00 286  3.7  5.8  3.84 13.79  9.36 999 1006.7   7.6   9.7 999.0 99.0 99.00
2007 02 22 10 00 117  1.3  3.2  4.11 12.90  9.64 999 1006.5   6.8   9.7 999.0 99.0 99.00
2007 02 22 11 00 343  2.7  4.2  3.81 13.79  9.33 999 1006.2   7.5   9.6 999.0 99.0 99.00
2007 02 22 12 00 313  2.9  4.6  3.74 12.90  9.29 999 1005.7   7.4   9.6 999.0 99.0 99.00
2007 02 22 13 00 302  2.2  3.4  3.51 12.90  9.12 999 1005.7   7.4   9.6 999.0 99.0 99.00
2007 02 22 14 00 292  1.5  2.7  3.37 13.79  8.80 999 1005.5   7.4   9.5 999.0 99.0 99.00
2007 02 22 15 00 310  2.2  3.9  3.87 13.79  9.62 999 1005.5   7.4   9.6 999.0 99.0 99.00
2007 02 22 16 00 265  0.9  2.0  3.50 13.79  9.29 999 1005.8   7.4   9.5 999.0 99.0 99.00
2007 02 22 17 00 250  3.3  5.1  3.24 11.43  8.72 999 1006.1   7.5   9.6 999.0 99.0 99.00
2007 02 22 18 00 215  2.7  3.7  3.24 13.79  9.16 999 1006.4   7.7   9.7 999.0 99.0 99.00
2007 02 22 19 00 218  3.6  4.6  3.17 13.79  9.09 999 1006.5   7.8   9.8 999.0 99.0 99.00
2007 02 22 20 00 228  4.3  5.5  3.88 13.79  9.90 999 1006.6   7.8   9.8 999.0 99.0 99.00
2007 02 22 21 00 223  4.8  6.2  3.52 12.90  9.53 999 1006.2   7.9   9.9 999.0 99.0 99.00
2007 02 22 22 00 226  6.0  7.2  3.72 13.79  9.83 999 1006.0   8.1   9.9 999.0 99.0 99.00
2007 02 22 23 00 229  6.1  7.1  3.33 13.79  9.25 999 1006.3   8.2  10.0 999.0 99.0 99.00
2007 02 23 00 00 208  6.7  8.3  3.47 13.79  9.50 999 1006.4   8.2   9.9 999.0 99.0 99.00
2007 02 23 01 00 232  7.4  9.1  3.07 13.79  8.46 999 1006.9   7.6   9.9 999.0 99.0 99.00
2007 02 23 02 00 247  5.7  7.6  3.78 13.79  9.06 999 1007.4   6.2   9.8 999.0 99.0 99.00
2007 02 23 03 00 236  6.1 11.8  3.43 13.79  8.85 999 1007.8   6.7   9.8 999.0 99.0 99.00
2007 02 23 04 00 249  5.6  8.2  3.66 12.90  9.27 999 1008.3   6.8   9.7 999.0 99.0 99.00
2007 02 23 05 00 273  8.6 10.6  3.30 12.90  8.45 999 1009.1   6.7   9.7 999.0 99.0 99.00
2007 02 23 06 00 277  7.6  9.3  3.46 14.81  8.21 999 1009.8   7.1   9.7 999.0 99.0 99.00
2007 02 23 07 00 266 12.1 15.3  3.77 14.81  8.54 999 1010.3   5.7   9.7 999.0 99.0 99.00
2007 02 23 08 00 288  6.8  8.9  3.56 12.90  8.00 999 1010.5   6.3   9.7 999.0 99.0 99.00
2007 02 23 09 00 282  4.3  6.2  4.24 13.79  8.99 999 1011.1   5.7   9.6 999.0 99.0 99.00
2007 02 23 10 00 260  7.4 10.1  3.61 13.79  8.14 999 1011.4   7.0   9.6 999.0 99.0 99.00
2007 02 23 11 00 297  3.5  5.9  3.60 14.81  7.81 999 1012.2   5.2   9.6 999.0 99.0 99.00
2007 02 23 12 00 235  6.9  9.0  3.88 13.79  8.02 999 1012.4   6.5   9.6 999.0 99.0 99.00
2007 02 23 13 00 233  5.5  7.0  3.67 13.79  8.35 999 1013.2   5.6   9.6 999.0 99.0 99.00
2007 02 23 14 00 273  9.1 10.9  3.67 13.79  8.39 999 1013.4   6.4   9.6 999.0 99.0 99.00
2007 02 23 15 00 258  8.6 10.7  4.03 13.79  8.05 999 1013.7   6.6   9.6 999.0 99.0 99.00
2007 02 23 16 00 241  6.7  8.4  3.54 12.12  7.74 999 1014.5   6.7   9.6 999.0 99.0 99.00
2007 02 23 17 00 275  7.9 11.0  3.83 13.79  8.29 999 1015.3   6.5   9.6 999.0 99.0 99.00
2007 02 23 18 00 283  6.2  9.0  3.96 13.79  8.16 999 1016.4   5.7   9.6 999.0 99.0 99.00
2007 02 23 19 00 257  2.3  3.8  4.24 12.12  8.93 999 1016.7   6.4   9.7 999.0 99.0 99.00
2007 02 23 20 00 267  2.3  3.5  3.46 12.90  8.21 999 1017.4   6.9   9.7 999.0 99.0 99.00
2007 02 23 21 00 242  1.7  3.4  3.26 13.79  8.18 999 1017.5   6.8   9.8 999.0 99.0 99.00
2007 02 23 22 00 205  6.3  7.5  3.47 12.90  8.13 999 1017.3   7.3   9.8 999.0 99.0 99.00
2007 02 23 23 00 207  4.3  5.9  3.20 12.90  7.64 999 1017.3   7.4   9.8 999.0 99.0 99.00
2007 02 24 00 00 198  4.3  5.6  3.36 12.90  7.98 999 1017.5   6.7   9.7 999.0 99.0 99.00
2007 02 24 01 00 176  4.6  5.6  3.26 12.90  8.43 999 1017.0   7.2   9.7 999.0 99.0 99.00
2007 02 24 02 00 205  8.1  9.4  2.95 10.81  7.38 999 1016.8   7.4   9.7 999.0 99.0 99.00
2007 02 24 03 00 187  8.5 10.8  2.94 12.90  7.16 999 1016.2   7.8   9.7 999.0 99.0 99.00
2007 02 24 04 00 174 11.1 13.7  3.07 12.90  6.94 999 1015.3   8.4   9.7 999.0 99.0 99.00
2007 02 24 05 00 172 13.2 16.5  3.04 12.90  6.06 999 1014.3   8.5   9.7 999.0 99.0 99.00
2007 02 24 06 00 183 15.4 19.0  3.55  5.88  5.95 999 1013.7   8.6   9.7 999.0 99.0 99.00
2007 02 24 07 00 182 14.0 16.9  3.78  7.14  6.18 999 1013.2   8.3   9.7 999.0 99.0 99.00
2007 02 24 08 00 178 14.2 17.9  3.91  7.14  6.28 999 1012.2   8.5   9.7 999.0 99.0 99.00
2007 02 24 09 00 195 10.5 12.6  3.97  8.33  6.48 999 1012.0   9.8   9.8 999.0 99.0 99.00
2007 02 24 10 00 201 12.0 14.8  4.24  8.33  6.84 999 1011.3   9.6   9.8 999.0 99.0 99.00
2007 02 24 11 00 190 11.3 13.8  3.78  8.33  6.45 999 1010.2   9.6   9.8 999.0 99.0 99.00
2007 02 24 12 00 193 13.1 16.2  3.97  9.09  6.24 999 1009.4   9.8   9.8 999.0 99.0 99.00
2007 02 24 13 00 198 13.1 16.0  4.09  9.09  6.71 999 1009.0   9.6   9.8 999.0 99.0 99.00
2007 02 24 14 00 196 13.5 16.3  4.18  9.09  6.54 999 1008.3   9.8   9.8 999.0 99.0 99.00
2007 02 24 15 00 191 15.9 20.9  4.04  8.33  6.28 999 1007.1   9.6   9.8 999.0 99.0 99.00
2007 02 24 16 00 182 17.4 22.1  4.31  8.33  6.54 999 1006.1   9.6   9.8 999.0 99.0 99.00
2007 02 24 17 00 182 17.6 22.7  4.57  9.09  6.59 999 1004.9   9.8   9.8 999.0 99.0 99.00
2007 02 24 18 00 203 12.3 16.0  5.29  9.09  7.33 999 1005.9   8.4   9.8 999.0 99.0 99.00
2007 02 24 19 00 205 11.7 15.0  5.61 10.00  7.38 999 1005.4   9.6   9.8 999.0 99.0 99.00
2007 02 24 20 00 196  9.7 12.2  4.73 10.00  7.21 999 1005.0   9.6   9.8 999.0 99.0 99.00
2007 02 24 21 00 200  9.1 11.2  5.01 10.00  7.77 999 1005.2   9.8   9.8 999.0 99.0 99.00
2007 02 24 22 00 185  9.4 11.4  4.24  9.09  7.16 999 1004.6   9.8   9.9 999.0 99.0 99.00
2007 02 24 23 00 183 11.2 13.3  3.96  8.33  6.67 999 1003.8   9.7   9.9 999.0 99.0 99.00
2007 02 25 00 00 200 12.0 14.2  3.76 10.00  6.67 999 1003.2   9.8   9.9 999.0 99.0 99.00
2007 02 25 01 00 206  8.6 10.3  3.91  9.09  6.59 999 1002.8   8.8   9.9 999.0 99.0 99.00
2007 02 25 02 00 197 11.0 13.7  3.50 10.00  6.32 999 1002.3   9.3   9.8 999.0 99.0 99.00
2007 02 25 03 00 193 11.0 13.1  3.57 10.00  6.60 999 1001.9   9.6   9.8 999.0 99.0 99.00
2007 02 25 04 00 198 11.1 13.1  3.50  8.33  6.40 999 1001.4   9.7   9.8 999.0 99.0 99.00
2007 02 25 05 00 201 12.6 15.1  3.85  9.09  6.52 999 1001.2   9.6   9.8 999.0 99.0 99.00
2007 02 25 06 00 194 11.1 13.3  3.83 10.81  6.58 999 1000.9   9.1   9.8 999.0 99.0 99.00
2007 02 25 07 00 202 12.1 14.5  3.81 10.00  6.53 999 1000.2   9.5   9.8 999.0 99.0 99.00
2007 02 25 08 00 192 11.6 14.3  3.84 10.00  6.71 999  999.4   9.5   9.8 999.0 99.0 99.00
2007 02 25 09 00 193 11.6 14.4  3.90  7.69  6.51 999  998.8   9.1   9.8 999.0 99.0 99.00
2007 02 25 10 00 195 11.1 13.6  4.18 10.00  7.16 999  998.1   8.6   9.8 999.0 99.0 99.00
2007 02 25 11 00 202  9.5 11.1  4.09 11.43  7.24 999  997.6   8.0   9.8 999.0 99.0 99.00
2007 02 25 12 00 220  7.3  8.7  4.68 10.81  8.03 999  997.4   7.5   9.8 999.0 99.0 99.00
2007 02 25 13 00 224  7.0  8.9  5.24 17.39  8.88 999  997.3   8.1   9.8 999.0 99.0 99.00
2007 02 25 14 00 229  8.0 11.5  5.16 17.39  9.08 999  997.5   7.5   9.8 999.0 99.0 99.00
2007 02 25 15 00 244 10.1 12.8  5.57 13.79  9.52 999  997.4   8.6   9.8 999.0 99.0 99.00
2007 02 25 16 00 255  7.9 10.9  5.56 16.00  9.78 999  998.5   8.6   9.8 999.0 99.0 99.00
2007 02 25 17 00 246  9.8 12.7  5.78 14.81  9.53 999  999.1   8.7   9.8 999.0 99.0 99.00
2007 02 25 18 00 244 10.8 12.7  5.07 12.90  8.85 999  999.9   8.8   9.8 999.0 99.0 99.00
2007 02 25 19 00 237 11.0 13.2  5.36 16.00  9.27 999 1000.5   8.8   9.9 999.0 99.0 99.00
2007 02 25 20 00 237 10.4 13.4  5.28 13.79  8.74 999 1001.2   8.7   9.9 999.0 99.0 99.00
2007 02 25 21 00 228  9.9 11.7  5.31 16.00  8.82 999 1001.3   8.4   9.9 999.0 99.0 99.00
2007 02 25 22 00 236  9.6 12.7  5.39 14.81  8.94 999 1001.7   7.3   9.9 999.0 99.0 99.00
2007 02 25 23 00 247 10.9 13.5  6.34 14.81  9.41 999 1002.4   7.0   9.9 999.0 99.0 99.00
2007 02 26 00 00 241 11.7 15.0  5.53 14.81  8.93 999 1002.7   7.3   9.9 999.0 99.0 99.00
2007 02 26 01 00 254  8.8 13.7  5.42 14.81  8.53 999 1003.6   6.7   9.9 999.0 99.0 99.00
2007 02 26 02 00 243 11.2 14.6  6.01 14.81  9.04 999 1004.0   8.0   9.9 999.0 99.0 99.00
2007 02 26 03 00 229 11.1 13.4  6.39 13.79  8.93 999 1005.0   6.8   9.9 999.0 99.0 99.00
2007 02 26 04 00 240 11.5 14.1  6.11 13.79  9.20 999 1005.1   7.7   9.8 999.0 99.0 99.00
2007 02 26 05 00 231  9.3 11.8  5.68 14.81  8.86 999 1005.8   7.8   9.8 999.0 99.0 99.00
2007 02 26 06 00 229  9.6 12.2  5.91 13.79  8.98 999 1006.0   7.5   9.8 999.0 99.0 99.00
2007 02 26 07 00 219  9.2 13.2  5.65 14.81  8.93 999 1006.1   5.9   9.8 999.0 99.0 99.00
2007 02 26 08 00 222  8.8 11.1  5.63 14.81  8.97 999 1006.5   6.6   9.8 999.0 99.0 99.00
2007 02 26 09 00 237  7.2  9.0  5.97 13.79  9.51 999 1006.5   6.4   9.8 999.0 99.0 99.00
2007 02 26 10 00 265  9.6 12.6  5.61 12.90  8.91 999 1007.0   5.7   9.8 999.0 99.0 99.00
2007 02 26 11 00 241  9.5 11.5  5.33 13.79  8.79 999 1006.9   6.8   9.8 999.0 99.0 99.00
2007 02 26 12 00 225  9.8 12.7  5.39 13.79  8.90 999 1006.8   7.1   9.8 999.0 99.0 99.00
2007 02 26 13 00 220  5.5  8.5  4.69 13.79  8.60 999 1007.3   3.8   9.8 999.0 99.0 99.00
2007 02 26 14 00 201  9.3 11.5  4.94 12.90  8.55 999 1006.7   6.1   9.7 999.0 99.0 99.00
2007 02 26 15 00 198  9.2 11.1  4.56 12.90  8.13 999 1006.7   5.2   9.7 999.0 99.0 99.00
2007 02 26 16 00 197  8.0  9.6  5.58 13.79  9.58 999 1006.9   5.6   9.7 999.0 99.0 99.00
2007 02 26 17 00 189  7.8  9.7  4.87 13.79  8.64 999 1007.0   5.9   9.7 999.0 99.0 99.00
2007 02 26 18 00 174  7.3  9.0  4.34 12.12  8.31 999 1007.0   6.3   9.8 999.0 99.0 99.00
2007 02 26 19 00 172  7.8  9.6  4.87 12.90  9.00 999 1006.5   6.4   9.8 999.0 99.0 99.00
2007 02 26 20 00 137  5.4  8.1  4.52 13.79  8.57 999 1006.2   4.8   9.7 999.0 99.0 99.00
2007 02 26 21 00 204 12.9 15.9  4.38 12.90  8.41 999 1005.1   5.9   9.7 999.0 99.0 99.00
2007 02 26 22 00 217  9.3 11.8  4.52 12.90  7.77 999 1004.9   5.4   9.7 999.0 99.0 99.00
2007 02 26 23 00 182  8.8 10.6  4.32 12.90  7.84 999 1004.0   5.2   9.6 999.0 99.0 99.00
2007 02 27 00 00 183  8.8 12.0  4.65 12.90  8.33 999 1003.3   6.5   9.6 999.0 99.0 99.00
2007 02 27 01 00 186  9.3 11.5  4.01 12.90  7.62 999 1003.0   6.7   9.7 999.0 99.0 99.00
2007 02 27 02 00 183 11.2 13.3  4.13 12.12  7.62 999 1001.9   6.9   9.6 999.0 99.0 99.00
2007 02 27 03 00 163 12.4 14.9  3.84 12.90  7.24 999 1001.3   6.6   9.6 999.0 99.0 99.00
2007 02 27 04 00 163 12.4 15.7  3.42 11.43  6.44 999 1000.2   6.2   9.6 999.0 99.0 99.00
2007 02 27 05 00 159 14.5 17.9  3.95 12.90  6.50 999  999.2   6.5   9.7 999.0 99.0 99.00
2007 02 27 06 00 155 16.2 19.8  3.93 12.90  6.19 999  998.2   6.7   9.7 999.0 99.0 99.00
2007 02 27 07 00 186 15.7 19.5  4.46  7.14  6.42 999  998.4   4.8   9.7 999.0 99.0 99.00
2007 02 27 08 00 160 16.7 19.7  4.66  8.33  6.65 999  997.3   5.6   9.7 999.0 99.0 99.00
2007 02 27 09 00 160 17.9 22.4  5.14 12.12  7.17 999  996.4   5.9   9.7 999.0 99.0 99.00
2007 02 27 10 00 168 15.1 19.1  5.22 10.81  7.22 999  995.7   6.3   9.7 999.0 99.0 99.00
2007 02 27 11 00 186 17.9 21.7  6.79 12.90  8.10 999  994.2   6.3   9.7 999.0 99.0 99.00
2007 02 27 12 00 205 17.1 21.8  7.84 12.12  8.58 999  992.9   7.2   9.7 999.0 99.0 99.00
2007 02 27 13 00 213 17.3 21.4  6.80 12.12  8.18 999  992.9   7.5   9.7 999.0 99.0 99.00
2007 02 27 14 00 222 16.7 21.9  7.18 13.79  8.38 999  993.4   7.2   9.7 999.0 99.0 99.00
2007 02 27 15 00 225 16.4 20.1  6.88 12.90  8.18 999  994.0   7.5   9.7 999.0 99.0 99.00
2007 02 27 16 00 223 15.5 19.1  6.35 13.79  8.18 999  994.8   7.3   9.7 999.0 99.0 99.00
2007 02 27 17 00 224 15.3 19.0  5.57 13.79  7.69 999  995.5   6.8   9.7 999.0 99.0 99.00
2007 02 27 18 00 252 13.0 16.1  5.36 10.81  7.46 999  997.1   7.4   9.7 999.0 99.0 99.00
2007 02 27 19 00 272 12.7 15.3  4.58 13.79  7.34 999  998.7   7.4   9.7 999.0 99.0 99.00
2007 02 27 20 00 278 12.4 14.9  4.25 12.90  7.10 999 1000.3   7.5   9.8 999.0 99.0 99.00
2007 02 27 21 00 284 11.0 14.0  4.27 12.90  7.35 999 1001.8   7.7   9.8 999.0 99.0 99.00
2007 02 27 22 00 283  9.3 11.3  4.59 12.90  7.77 999 1002.9   7.6   9.8 999.0 99.0 99.00
2007 02 27 23 00 294  9.0 11.4  4.43 12.12  7.66 999 1003.8   7.7   9.8 999.0 99.0 99.00
2007 02 28 00 00 312  9.4 12.4  4.70 12.90  8.05 999 1004.5   7.3   9.8 999.0 99.0 99.00
2007 02 28 01 00 329  9.0 11.0  4.66 12.90  8.55 999 1005.5   7.3   9.8 999.0 99.0 99.00
2007 02 28 02 00 328  7.7  9.2  4.27 13.79  8.01 999 1006.2   7.2   9.7 999.0 99.0 99.00
2007 02 28 03 00 323  9.5 14.6  4.93 12.90  8.86 999 1006.7   6.8   9.7 999.0 99.0 99.00
2007 02 28 04 00 332  2.5  4.1  4.39 12.90  8.32 999 1007.3   5.5   9.7 999.0 99.0 99.00
2007 02 28 05 00  21  4.0  5.6  3.93 13.79  8.28 999 1007.7   6.6   9.7 999.0 99.0 99.00
2007 02 28 06 00 287  2.8  7.3  4.39 12.12  8.35 999 1008.5   5.3   9.6 999.0 99.0 99.00
2007 02 28 07 00 195  2.7  3.7  4.51 12.12  8.20 999 1008.5   5.9   9.6 999.0 99.0 99.00
2007 02 28 08 00 301  5.8  7.5  4.22 11.43  8.03 999 1008.9   7.7   9.6 999.0 99.0 99.00
2007 02 28 09 00 261  8.6 10.6  3.98 12.12  7.81 999 1009.0   7.2   9.6 999.0 99.0 99.00
2007 02 28 10 00 271 10.1 12.1  3.67 12.90  7.39 999 1009.1   6.3   9.6 999.0 99.0 99.00
2007 02 28 11 00 301  8.0  9.4  3.48 10.81  7.14 999 1009.8   3.5   9.6 999.0 99.0 99.00
2007 02 28 12 00 305  8.7 10.8  3.54 12.12  7.26 999 1009.5   5.2   9.5 999.0 99.0 99.00
2007 02 28 13 00 302  6.5  8.1  3.08 12.90  6.80 999 1009.8   5.5   9.6 999.0 99.0 99.00
2007 02 28 14 00 288 10.5 12.5  2.98 12.12  6.64 999 1010.0   5.8   9.6 999.0 99.0 99.00
2007 02 28 15 00 289  9.7 12.1  3.20 12.12  6.76 999 1010.3   6.0   9.5 999.0 99.0 99.00
2007 02 28 16 00 287  8.4 10.7  3.48 11.43  7.03 999 1011.0   5.9   9.5 999.0 99.0 99.00
2007 02 28 17 00 283  9.2 11.7  3.38 12.12  6.87 999 1011.6   6.1   9.5 999.0 99.0 99.00
2007 02 28 18 00 278 10.3 12.2  3.49 12.12  6.94 999 1012.3   6.1   9.6 999.0 99.0 99.00
2007 02 28 19 00 286  8.5 10.6  3.99 11.43  7.53 999 1013.3   6.2   9.6 999.0 99.0 99.00
2007 02 28 20 00 307  6.5  8.2  4.39 12.12  8.14 999 1013.9   4.4   9.6 999.0 99.0 99.00
2007 02 28 21 00 257 11.4 14.0  4.11 11.43  7.73 999 1013.5   6.7   9.6 999.0 99.0 99.00
2007 02 28 22 00 264  8.1 10.9  4.14 11.43  7.50 999 1014.2   5.0   9.6 999.0 99.0 99.00
2007 02 28 23 00 259  8.3 10.6  4.36 10.81  7.84 999 1014.5   5.0   9.6 999.0 99.0 99.00
2007 03 01 00 00 269  8.9 14.0  4.10 12.12  7.73 999 1014.6   6.5   9.6 999.0 99.0 99.00
2007 03 01 01 00 289  7.3  9.3  4.07 12.12  7.43 999 1015.0   6.8   9.6 999.0 99.0 99.00
2007 03 01 02 00 318  7.4 10.6  4.14 11.43  7.34 999 1015.4   5.5   9.6 999.0 99.0 99.00
2007 03 01 03 00 282  8.8 11.0  4.10 11.43  7.58 999 1015.5   6.8   9.6 999.0 99.0 99.00
2007 03 01 04 00 267 10.6 15.2  4.38 12.90  7.73 999 1015.8   6.7   9.6 999.0 99.0 99.00
2007 03 01 05 00 286  9.2 11.3  3.24 10.00  6.85 999 1016.4   6.3   9.6 999.0 99.0 99.00
2007 03 01 06 00 273  6.9  8.8  3.36 12.90  7.18 999 1016.7   6.4   9.5 999.0 99.0 99.00
2007 03 01 07 00 283  6.9  9.2  3.57 12.12  7.54 999 1017.0   6.6   9.5 999.0 99.0 99.00
2007 03 01 08 00 290  5.0  6.8  3.41 12.12  7.11 999 1017.2   6.7   9.5 999.0 99.0 99.00
2007 03 01 09 00 298  7.4  9.0  3.31 11.43  7.29 999 1017.6   7.4   9.5 999.0 99.0 99.00
2007 03 01 10 00 278  7.6  8.9  3.44 12.90  7.35 999 1017.9   7.5   9.5 999.0 99.0 99.00
2007 03 01 11 00 279  8.7 11.4  3.27 10.00  7.19 999 1017.9   7.8   9.5 999.0 99.0 99.00
2007 03 01 12 00 293  6.2  8.1  3.79 12.12  7.80 999 1018.1   7.7   9.5 999.0 99.0 99.00
2007 03 01 13 00 248  7.3  8.8  3.38 10.81  7.37 999 1018.3   7.5   9.5 999.0 99.0 99.00
2007 03 01 14 00 258  5.4  7.1  3.38 11.43  7.30 999 1018.6   7.3   9.5 999.0 99.0 99.00
2007 03 01 15 00 248  4.4  5.9  3.53 11.43  7.28 999 1018.9   6.9   9.5 999.0 99.0 99.00
2007 03 01 16 00 273  5.4  7.1  3.40 11.43  7.27 999 1019.1   7.2   9.5 999.0 99.0 99.00
2007 03 01 17 00 262  3.9  5.1  3.11 12.12  7.07 999 1019.4   7.4   9.5 999.0 99.0 99.00
2007 03 01 18 00 267  2.4  3.7  2.93 11.43  6.96 999 1019.9   6.9   9.5 999.0 99.0 99.00
2007 03 01 19 00 260  6.3  7.6  3.05 11.43  7.18 999 1020.0   7.6   9.6 999.0 99.0 99.00
2007 03 01 20 00 217  6.3  7.5  2.84 10.00  6.63 999 1019.9   7.4   9.6 999.0 99.0 99.00
2007 03 01 21 00 209  6.0  7.5  2.56 10.00  6.77 999 1019.7   7.1   9.6 999.0 99.0 99.00
2007 03 01 22 00 195  7.1  8.9  2.63 11.43  6.91 999 1019.5   7.5   9.6 999.0 99.0 99.00
2007 03 01 23 00 192  6.9  8.3  2.68 11.43  7.13 999 1019.3   7.9   9.6 999.0 99.0 99.00
2007 03 02 00 00 207  8.6  9.9  2.32 11.43  6.44 999 1018.9   8.4   9.6 999.0 99.0 99.00
2007 03 02 01 00 192  6.1  7.4  2.30 11.43  6.26 999 1018.6   8.3   9.6 999.0 99.0 99.00
2007 03 02 02 00 199  9.2 11.0  2.27  9.09  6.25 999 1018.0   8.8   9.6 999.0 99.0 99.00
2007 03 02 03 00 237  6.4  7.6  2.22 10.81  6.09 999 1018.4   9.3   9.6 999.0 99.0 99.00
2007 03 02 04 00 263  6.5  7.9  2.35 10.81  5.98 999 1018.6   9.3   9.6 999.0 99.0 99.00
2007 03 02 05 00 259  7.4  9.0  2.18 10.81  5.97 999 1019.2   9.4   9.6 999.0 99.0 99.00
2007 03 02 06 00 266  7.1  8.7  2.23 10.81  5.75 999 1019.8   9.4   9.6 999.0 99.0 99.00
2007 03 02 07 00 261  6.3  8.1  2.17 10.81  5.91 999 1020.4   9.4   9.6 999.0 99.0 99.00
2007 03 02 08 00 246  5.6  7.1  2.16 10.00  5.97 999 1020.7   9.3   9.6 999.0 99.0 99.00
2007 03 02 09 00 236  6.1  7.4  2.27  9.09  5.82 999 1021.1   9.4   9.6 999.0 99.0 99.00
2007 03 02 10 00 223  7.0  8.6  2.18 10.00  6.06 999 1021.1   9.0   9.6 999.0 99.0 99.00
2007 03 02 11 00 198  7.6  9.3  2.17  9.09  5.92 999 1020.7   9.0   9.6 999.0 99.0 99.00
2007 03 02 12 00 195  8.2  9.5  1.96  9.09  5.50 999 1020.5   9.2   9.6 999.0 99.0 99.00
2007 03 02 13 00 201  8.4  9.8  2.02  9.09  5.48 999 1020.2   9.4   9.6 999.0 99.0 99.00
2007 03 02 14 00 194  9.1 10.9  1.89 10.00  5.19 999 1020.2   9.5   9.6 999.0 99.0 99.00
2007 03 02 15 00 188 10.6 12.2  1.81  9.09  4.91 999 1019.6   9.6   9.6 999.0 99.0 99.00
2007 03 02 16 00 188 11.9 14.5  1.97  9.09  4.63 999 1019.3   9.6   9.6 999.0 99.0 99.00
2007 03 02 17 00 189 12.3 14.8  2.08  5.00  4.60 999 1019.3   9.7   9.6 999.0 99.0 99.00
2007 03 02 18 00 190 11.8 14.4  2.39  5.56  4.83 999 1019.2   9.8   9.7 999.0 99.0 99.00
2007 03 02 19 00 199 11.0 13.5  2.58  5.88  5.18 999 1019.4   9.9   9.7 999.0 99.0 99.00
2007 03 02 20 00 211  9.9 12.2  2.46  7.69  5.16 999 1019.8   9.9   9.7 999.0 99.0 99.00
2007 03 02 21 00 221  8.4 10.2  2.74  6.25  5.47 999 1020.2   9.9   9.7 999.0 99.0 99.00
2007 03 02 22 00 238  6.0  7.2  2.74  8.33  5.85 999 1020.9   9.9   9.7 999.0 99.0 99.00
2007 03 02 23 00 238  5.2  6.2  2.44  6.67  5.75 999 1021.7   9.9   9.7 999.0 99.0 99.00
2007 03 03 00 00 234  4.6  5.5  2.56  8.33  6.12 999 1022.8   9.9   9.7 999.0 99.0 99.00
2007 03 03 01 00 240  4.7  5.6  2.53  8.33  6.00 999 1023.6   9.8   9.7 999.0 99.0 99.00
